timestamp,event_type,track_id,category,class_name,confidence,plate_text,ocr_confidence,status,details
19:52:00,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:00,VEHICLE_ANPR,1,vehicle,car,0.938,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:00,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:01,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:01,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:01,VEHICLE_ANPR,1,vehicle,car,0.937,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:01,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:01,VEHICLE_ANPR,1,vehicle,car,0.941,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:01,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:02,VEHICLE_ANPR,1,vehicle,car,0.922,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:02,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:02,VEHICLE_ANPR,1,vehicle,car,0.902,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:02,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:02,VEHICLE_ANPR,1,vehicle,car,0.925,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:02,VEHICLE_ANPR,2,vehicle,car,0.351,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:02,VEHICLE_ANPR,1,vehicle,car,0.927,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:02,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:12,VEHICLE_ANPR,1,vehicle,car,0.924,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:12,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:14,VEHICLE_ANPR,1,vehicle,car,0.928,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:14,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:14,VEHICLE_ANPR,1,vehicle,car,0.936,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:14,VEHICLE_ANPR,2,vehicle,car,0.412,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:15,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:15,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:15,VEHICLE_ANPR,38,vehicle,car,0.461,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:16,VEHICLE_ANPR,1,vehicle,car,0.936,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:16,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:16,VEHICLE_ANPR,38,vehicle,car,0.702,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:17,VEHICLE_ANPR,1,vehicle,car,0.94,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:17,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:17,VEHICLE_ANPR,38,vehicle,car,0.635,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:17,VEHICLE_ANPR,1,vehicle,car,0.94,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:17,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:17,VEHICLE_ANPR,38,vehicle,car,0.585,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:17,VEHICLE_ANPR,1,vehicle,car,0.932,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:17,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:17,VEHICLE_ANPR,38,vehicle,car,0.646,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:18,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:18,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:18,VEHICLE_ANPR,38,vehicle,car,0.717,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:18,VEHICLE_ANPR,1,vehicle,car,0.911,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:18,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:18,VEHICLE_ANPR,38,vehicle,car,0.721,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:18,VEHICLE_ANPR,1,vehicle,car,0.912,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:18,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:18,VEHICLE_ANPR,38,vehicle,car,0.653,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:19,VEHICLE_ANPR,1,vehicle,car,0.917,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:19,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:19,VEHICLE_ANPR,38,vehicle,car,0.714,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:19,VEHICLE_ANPR,1,vehicle,car,0.878,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:19,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:19,VEHICLE_ANPR,38,vehicle,car,0.71,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:26,VEHICLE_ANPR,1,vehicle,car,0.849,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:26,VEHICLE_ANPR,2,vehicle,car,0.836,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:27,VEHICLE_ANPR,1,vehicle,car,0.849,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:27,VEHICLE_ANPR,2,vehicle,car,0.836,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:28,VEHICLE_ANPR,1,vehicle,car,0.884,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:28,VEHICLE_ANPR,2,vehicle,car,0.779,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:29,VEHICLE_ANPR,1,vehicle,car,0.901,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:29,VEHICLE_ANPR,2,vehicle,car,0.746,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:30,VEHICLE_ANPR,1,vehicle,car,0.875,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:30,VEHICLE_ANPR,2,vehicle,car,0.562,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:30,VEHICLE_ANPR,1,vehicle,car,0.89,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:30,VEHICLE_ANPR,2,vehicle,car,0.588,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:30,VEHICLE_ANPR,1,vehicle,car,0.919,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:30,VEHICLE_ANPR,2,vehicle,car,0.517,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:31,VEHICLE_ANPR,1,vehicle,car,0.924,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:31,VEHICLE_ANPR,2,vehicle,car,0.476,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:32,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:32,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:33,VEHICLE_ANPR,1,vehicle,car,0.938,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:33,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:33,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:33,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:34,VEHICLE_ANPR,1,vehicle,car,0.937,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:34,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:34,VEHICLE_ANPR,1,vehicle,car,0.941,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:34,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:35,VEHICLE_ANPR,1,vehicle,car,0.922,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:35,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:35,VEHICLE_ANPR,1,vehicle,car,0.902,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:35,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:36,VEHICLE_ANPR,1,vehicle,car,0.925,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:36,VEHICLE_ANPR,2,vehicle,car,0.351,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:36,VEHICLE_ANPR,1,vehicle,car,0.927,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:36,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:37,VEHICLE_ANPR,1,vehicle,car,0.924,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:37,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:37,VEHICLE_ANPR,1,vehicle,car,0.928,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:37,VEHICLE_ANPR,2,vehicle,car,0.371,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:38,VEHICLE_ANPR,1,vehicle,car,0.936,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:38,VEHICLE_ANPR,2,vehicle,car,0.412,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:38,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:38,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:38,VEHICLE_ANPR,38,vehicle,car,0.461,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:39,VEHICLE_ANPR,1,vehicle,car,0.936,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:39,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:39,VEHICLE_ANPR,38,vehicle,car,0.702,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:39,VEHICLE_ANPR,1,vehicle,car,0.94,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:39,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:39,VEHICLE_ANPR,38,vehicle,car,0.635,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:39,VEHICLE_ANPR,1,vehicle,car,0.94,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:39,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:39,VEHICLE_ANPR,38,vehicle,car,0.585,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:40,VEHICLE_ANPR,1,vehicle,car,0.932,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:40,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:40,VEHICLE_ANPR,38,vehicle,car,0.646,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:41,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:41,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:41,VEHICLE_ANPR,38,vehicle,car,0.717,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:42,VEHICLE_ANPR,1,vehicle,car,0.911,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:42,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:42,VEHICLE_ANPR,38,vehicle,car,0.721,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:42,VEHICLE_ANPR,1,vehicle,car,0.912,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:42,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:42,VEHICLE_ANPR,38,vehicle,car,0.653,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:42,VEHICLE_ANPR,1,vehicle,car,0.917,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:42,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:42,VEHICLE_ANPR,38,vehicle,car,0.714,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
19:52:43,VEHICLE_ANPR,1,vehicle,car,0.878,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 86%
19:52:43,VEHICLE_ANPR,2,vehicle,car,0.384,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 80%
19:52:43,VEHICLE_ANPR,38,vehicle,car,0.71,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,Plate Conf: 78%
